WHAM	LUMPY	GS	type	length
FALSE	FALSE	TRUE	MIXED	4598
TRUE	FALSE	FALSE	DEL	-26
FALSE	FALSE	TRUE	DEL	-1549
TRUE	FALSE	FALSE	DUP	29
FALSE	FALSE	TRUE	DEL	-2320
FALSE	FALSE	TRUE	DEL	-2499
FALSE	FALSE	TRUE	DEL	-1320
FALSE	FALSE	TRUE	DEL	-2699
FALSE	FALSE	TRUE	MIXED	5803
FALSE	FALSE	TRUE	MIXED	2931
FALSE	TRUE	TRUE	DEL	-2968
FALSE	TRUE	FALSE	DUP	471
FALSE	FALSE	TRUE	DEL	-5150
TRUE	FALSE	FALSE	DEL	-295
FALSE	TRUE	FALSE	DEL	-611
TRUE	FALSE	FALSE	DEL	-26
TRUE	FALSE	FALSE	DUP	44
TRUE	FALSE	FALSE	DUP	344
TRUE	TRUE	FALSE	DUP	711
TRUE	FALSE	FALSE	DEL	-209
TRUE	FALSE	FALSE	DEL	-230
TRUE	FALSE	FALSE	DEL	-42
TRUE	FALSE	FALSE	DUP	35
TRUE	FALSE	FALSE	DUP	54
FALSE	FALSE	TRUE	DUP	30477
FALSE	FALSE	TRUE	DUP	1999
TRUE	FALSE	FALSE	DUP	120
FALSE	FALSE	TRUE	MIXED	1099
TRUE	FALSE	FALSE	DUP	35
TRUE	FALSE	FALSE	DUP	37
FALSE	FALSE	TRUE	DUP	5489
FALSE	FALSE	TRUE	MIXED	16060
FALSE	FALSE	TRUE	MIXED	11687
FALSE	FALSE	TRUE	MIXED	5279
FALSE	FALSE	TRUE	MIXED	7318
FALSE	FALSE	TRUE	MIXED	24597
FALSE	FALSE	TRUE	MIXED	3530
FALSE	FALSE	TRUE	MIXED	3663
FALSE	FALSE	TRUE	MIXED	8914
FALSE	FALSE	TRUE	MIXED	2539
FALSE	FALSE	TRUE	MIXED	1255
FALSE	FALSE	TRUE	MIXED	21357
FALSE	FALSE	TRUE	MIXED	5825
FALSE	FALSE	TRUE	MIXED	7319
FALSE	FALSE	TRUE	MIXED	24699
FALSE	FALSE	TRUE	MIXED	8818
FALSE	FALSE	TRUE	MIXED	8050
FALSE	FALSE	TRUE	MIXED	2841
FALSE	FALSE	TRUE	MIXED	1702
FALSE	FALSE	TRUE	MIXED	7699
FALSE	FALSE	TRUE	MIXED	8308
FALSE	FALSE	TRUE	MIXED	11122
FALSE	FALSE	TRUE	MIXED	12519
FALSE	FALSE	TRUE	MIXED	10669
FALSE	FALSE	TRUE	MIXED	16875
TRUE	FALSE	FALSE	DUP	64
FALSE	FALSE	TRUE	MIXED	5828
FALSE	FALSE	TRUE	DEL	-12321
FALSE	FALSE	TRUE	DEL	-3290
FALSE	FALSE	TRUE	DEL	-3430
FALSE	FALSE	TRUE	MIXED	10704
FALSE	FALSE	TRUE	MIXED	15378
FALSE	FALSE	TRUE	MIXED	19258
FALSE	FALSE	TRUE	MIXED	13056
FALSE	FALSE	TRUE	MIXED	2257
FALSE	FALSE	TRUE	MIXED	14297
FALSE	FALSE	TRUE	MIXED	14626
FALSE	FALSE	TRUE	MIXED	14074
FALSE	FALSE	TRUE	MIXED	7921
FALSE	FALSE	TRUE	MIXED	8640
FALSE	FALSE	TRUE	DUP	16906
TRUE	TRUE	FALSE	DEL	-104
FALSE	FALSE	TRUE	DEL	-11734
FALSE	FALSE	TRUE	DEL	-8071
FALSE	FALSE	TRUE	DEL	-1299
FALSE	FALSE	TRUE	DEL	-2624
FALSE	FALSE	TRUE	DEL	-2744
TRUE	FALSE	FALSE	DEL	-26
TRUE	TRUE	FALSE	DEL	-231
TRUE	TRUE	FALSE	DEL	-305
FALSE	FALSE	TRUE	DUP	5603
FALSE	FALSE	TRUE	DUP	2599
TRUE	FALSE	FALSE	INV	32
FALSE	FALSE	TRUE	DEL	-1299
TRUE	TRUE	FALSE	DEL	-23300
FALSE	FALSE	TRUE	DEL	-2099
FALSE	FALSE	TRUE	DEL	-9744
FALSE	FALSE	TRUE	DUP	2499
FALSE	FALSE	TRUE	MIXED	999
TRUE	FALSE	FALSE	DEL	-22
TRUE	TRUE	TRUE	DEL	-1135
TRUE	FALSE	FALSE	DEL	-33
FALSE	FALSE	TRUE	DEL	-1999
FALSE	FALSE	TRUE	DEL	-4221
TRUE	FALSE	FALSE	DUP	48
TRUE	FALSE	FALSE	DEL	-16
FALSE	FALSE	TRUE	DUP	5216
TRUE	FALSE	FALSE	DEL	-12
FALSE	FALSE	TRUE	MIXED	1099
FALSE	FALSE	TRUE	DEL	-3258
FALSE	FALSE	TRUE	DEL	-8809
FALSE	FALSE	TRUE	DEL	-3399
FALSE	FALSE	TRUE	MIXED	4254
FALSE	FALSE	TRUE	DEL	-2499
FALSE	FALSE	TRUE	DEL	-7667
FALSE	FALSE	TRUE	DEL	-1368
TRUE	TRUE	FALSE	DEL	-310
FALSE	FALSE	TRUE	DEL	-1199
FALSE	FALSE	TRUE	DEL	-999
FALSE	FALSE	TRUE	DEL	-3609
FALSE	FALSE	TRUE	DEL	-19238
FALSE	FALSE	TRUE	MIXED	1299
FALSE	FALSE	TRUE	MIXED	11612
FALSE	FALSE	TRUE	MIXED	18716
FALSE	FALSE	TRUE	DEL	-1099
FALSE	FALSE	TRUE	DEL	-6757
TRUE	FALSE	FALSE	DEL	-31
TRUE	FALSE	FALSE	DUP	25
FALSE	FALSE	TRUE	DEL	-1399
FALSE	FALSE	TRUE	DEL	-15780
FALSE	FALSE	TRUE	DEL	-1699
FALSE	FALSE	TRUE	MIXED	29107
FALSE	FALSE	TRUE	DEL	-4072
TRUE	FALSE	FALSE	DUP	24
TRUE	FALSE	FALSE	DEL	-26
FALSE	FALSE	TRUE	MIXED	1399
FALSE	FALSE	TRUE	DUP	8228
FALSE	FALSE	TRUE	DUP	2037
FALSE	FALSE	TRUE	MIXED	8476
FALSE	TRUE	FALSE	DEL	-6100
FALSE	FALSE	TRUE	DEL	-4619
TRUE	FALSE	FALSE	DUP	40
TRUE	FALSE	FALSE	DEL	-36
TRUE	TRUE	FALSE	DEL	-42
TRUE	FALSE	FALSE	DUP	33
FALSE	FALSE	TRUE	DEL	-1326
TRUE	TRUE	FALSE	DEL	-301
TRUE	FALSE	FALSE	DEL	-50
FALSE	FALSE	TRUE	DEL	-1896
FALSE	FALSE	TRUE	DEL	-13547
TRUE	FALSE	FALSE	DUP	57
FALSE	FALSE	TRUE	DEL	-2649
TRUE	FALSE	FALSE	DEL	-6
TRUE	TRUE	FALSE	DEL	-6085
FALSE	TRUE	FALSE	INV	194
FALSE	FALSE	TRUE	DEL	-2227
TRUE	FALSE	FALSE	INV	13
TRUE	TRUE	FALSE	DEL	-125
TRUE	FALSE	FALSE	DUP	35
FALSE	FALSE	TRUE	DEL	-9273
FALSE	FALSE	TRUE	MIXED	1149
TRUE	TRUE	FALSE	DEL	-328
FALSE	FALSE	TRUE	DEL	-4283
FALSE	FALSE	TRUE	DEL	-6386
TRUE	FALSE	FALSE	INV	183
TRUE	TRUE	FALSE	DEL	-376
TRUE	FALSE	FALSE	INV	30
TRUE	FALSE	FALSE	DUP	39
TRUE	FALSE	FALSE	DEL	-11
FALSE	FALSE	TRUE	MIXED	2405
TRUE	TRUE	FALSE	DEL	-195
FALSE	FALSE	TRUE	MIXED	1499
TRUE	TRUE	FALSE	DEL	-6095
FALSE	FALSE	TRUE	MIXED	25190
FALSE	FALSE	TRUE	MIXED	999
TRUE	TRUE	TRUE	DEL	-7738
FALSE	FALSE	TRUE	DUP	1999
FALSE	TRUE	FALSE	DEL	-84898915
FALSE	TRUE	FALSE	DUP	84898866
TRUE	FALSE	FALSE	DUP	46
TRUE	TRUE	FALSE	DEL	-120
FALSE	FALSE	TRUE	DEL	-2399
TRUE	FALSE	FALSE	DUP	74
FALSE	TRUE	FALSE	DEL	-14230291
FALSE	TRUE	FALSE	DUP	14230122
FALSE	FALSE	TRUE	MIXED	1399
FALSE	FALSE	TRUE	MIXED	3835
FALSE	FALSE	TRUE	DEL	-3137
FALSE	FALSE	TRUE	MIXED	4661
FALSE	FALSE	TRUE	MIXED	1511
FALSE	FALSE	TRUE	MIXED	999
FALSE	FALSE	TRUE	MIXED	3841
TRUE	TRUE	FALSE	DEL	-302
TRUE	FALSE	FALSE	INV	33
FALSE	FALSE	TRUE	DEL	-1350
FALSE	FALSE	TRUE	DEL	-3546
TRUE	TRUE	FALSE	DEL	-678
FALSE	FALSE	TRUE	DEL	-2449
FALSE	FALSE	TRUE	DEL	-5828
FALSE	FALSE	TRUE	DEL	-4487
TRUE	TRUE	FALSE	DEL	-298
FALSE	FALSE	TRUE	DEL	-7199
FALSE	FALSE	TRUE	DEL	-999
FALSE	FALSE	TRUE	MIXED	1949
TRUE	FALSE	FALSE	DEL	-10
FALSE	FALSE	TRUE	DUP	22581
FALSE	TRUE	FALSE	DEL	-423
FALSE	FALSE	TRUE	MIXED	999
FALSE	FALSE	TRUE	MIXED	1543
FALSE	FALSE	TRUE	DEL	-4720
TRUE	TRUE	TRUE	DEL	-11410
TRUE	TRUE	TRUE	DEL	-1505
FALSE	FALSE	TRUE	DUP	18572
TRUE	TRUE	FALSE	DUP	184
TRUE	FALSE	FALSE	DUP	55
FALSE	FALSE	TRUE	DEL	-1375
TRUE	FALSE	FALSE	DEL	-22
TRUE	FALSE	FALSE	DEL	-32
TRUE	FALSE	FALSE	DUP	109
FALSE	FALSE	TRUE	DEL	-7453
TRUE	FALSE	FALSE	DEL	-26
TRUE	FALSE	FALSE	DUP	28
TRUE	TRUE	FALSE	DEL	-349
FALSE	FALSE	TRUE	DEL	-1120
FALSE	FALSE	TRUE	DEL	-3590
FALSE	FALSE	TRUE	DEL	-1399
FALSE	FALSE	TRUE	MIXED	1899
FALSE	FALSE	TRUE	DUP	23853
FALSE	FALSE	TRUE	MIXED	2999
FALSE	FALSE	TRUE	DUP	5376
TRUE	FALSE	FALSE	INV	349
FALSE	FALSE	TRUE	MIXED	6042
FALSE	FALSE	TRUE	DEL	-2250
TRUE	TRUE	FALSE	DEL	-56
FALSE	FALSE	TRUE	DEL	-4427
FALSE	FALSE	TRUE	MIXED	5453
FALSE	FALSE	TRUE	MIXED	1299
TRUE	TRUE	FALSE	DEL	-315
FALSE	FALSE	TRUE	DEL	-4274
TRUE	FALSE	FALSE	DEL	-31
FALSE	FALSE	TRUE	DEL	-2999
TRUE	FALSE	FALSE	DEL	-13
FALSE	FALSE	TRUE	DEL	-1249
FALSE	FALSE	TRUE	DEL	-1025
TRUE	FALSE	FALSE	DEL	-483
TRUE	FALSE	FALSE	DUP	22
FALSE	FALSE	TRUE	MIXED	1099
FALSE	FALSE	TRUE	DEL	-5390
FALSE	FALSE	TRUE	DEL	-1125
FALSE	FALSE	TRUE	DEL	-4936
TRUE	FALSE	FALSE	DUP	49
FALSE	FALSE	TRUE	DEL	-1149
TRUE	FALSE	FALSE	DEL	-35
TRUE	TRUE	FALSE	DEL	-307
FALSE	FALSE	TRUE	DEL	-5286
TRUE	TRUE	FALSE	DEL	-194
FALSE	FALSE	TRUE	DEL	-2520
FALSE	FALSE	TRUE	DEL	-5749
TRUE	TRUE	FALSE	DEL	-432
FALSE	FALSE	TRUE	DEL	-1199
TRUE	TRUE	FALSE	DUP	125
FALSE	FALSE	TRUE	DEL	-2037
TRUE	FALSE	FALSE	DEL	-46
TRUE	TRUE	TRUE	DEL	-1202
FALSE	FALSE	TRUE	MIXED	2499
FALSE	FALSE	TRUE	DEL	-1278
FALSE	FALSE	TRUE	MIXED	6399
FALSE	FALSE	TRUE	DUP	18444
FALSE	FALSE	TRUE	DUP	9411
TRUE	TRUE	FALSE	DEL	-1657
FALSE	FALSE	TRUE	MIXED	1999
FALSE	FALSE	TRUE	MIXED	1099
FALSE	FALSE	TRUE	MIXED	7649
TRUE	TRUE	FALSE	DEL	-300
FALSE	FALSE	TRUE	DUP	18528
TRUE	FALSE	FALSE	DEL	-36
TRUE	FALSE	FALSE	DEL	-18
FALSE	FALSE	TRUE	MIXED	1349
FALSE	FALSE	TRUE	DEL	-3230
FALSE	FALSE	TRUE	DUP	2199
TRUE	FALSE	FALSE	DUP	74
TRUE	FALSE	FALSE	DUP	80
FALSE	FALSE	TRUE	DEL	-999
FALSE	FALSE	TRUE	DEL	-7017
FALSE	FALSE	TRUE	DEL	-1199
FALSE	FALSE	TRUE	DEL	-3797
FALSE	FALSE	TRUE	MIXED	5949
FALSE	FALSE	TRUE	DEL	-1699
TRUE	FALSE	FALSE	DUP	42
FALSE	FALSE	TRUE	MIXED	1199
FALSE	FALSE	TRUE	DEL	-3811
FALSE	FALSE	TRUE	DEL	-3549
FALSE	FALSE	TRUE	MIXED	1899
TRUE	FALSE	FALSE	DUP	43
TRUE	FALSE	FALSE	DEL	-77
FALSE	FALSE	TRUE	DEL	-2067
FALSE	FALSE	TRUE	MIXED	1399
FALSE	FALSE	TRUE	DEL	-2024
TRUE	FALSE	FALSE	DEL	-39
TRUE	TRUE	FALSE	DEL	-319
FALSE	FALSE	TRUE	DUP	4668
FALSE	FALSE	TRUE	DUP	2499
FALSE	FALSE	TRUE	DEL	-10811
FALSE	FALSE	TRUE	DEL	-1550
FALSE	FALSE	TRUE	DEL	-2599
TRUE	FALSE	FALSE	DUP	43
FALSE	FALSE	TRUE	DEL	-5378
FALSE	FALSE	TRUE	DEL	-4157
FALSE	FALSE	TRUE	MIXED	1599
FALSE	FALSE	TRUE	MIXED	5910
FALSE	FALSE	TRUE	DEL	-9345
FALSE	FALSE	TRUE	DUP	5383
TRUE	FALSE	FALSE	DEL	-14
TRUE	FALSE	FALSE	INV	13
FALSE	FALSE	TRUE	MIXED	6414
FALSE	TRUE	FALSE	DEL	-8156
TRUE	FALSE	FALSE	DEL	-132
FALSE	TRUE	FALSE	DEL	-303
FALSE	FALSE	TRUE	DEL	-1636
TRUE	TRUE	FALSE	DEL	-753
TRUE	FALSE	FALSE	DEL	-44
TRUE	TRUE	FALSE	DEL	-314
FALSE	FALSE	TRUE	DEL	-52251
TRUE	TRUE	FALSE	DEL	-110
FALSE	FALSE	TRUE	MIXED	1926
TRUE	TRUE	FALSE	DEL	-329
FALSE	FALSE	TRUE	MIXED	3199
FALSE	TRUE	FALSE	DEL	-480
TRUE	FALSE	FALSE	DEL	-325
FALSE	FALSE	TRUE	DEL	-1469
TRUE	FALSE	FALSE	DUP	48
FALSE	FALSE	TRUE	DEL	-1199
TRUE	TRUE	FALSE	DEL	-75
FALSE	FALSE	TRUE	MIXED	1999
TRUE	FALSE	FALSE	DEL	-22
FALSE	TRUE	FALSE	DEL	-568
FALSE	TRUE	TRUE	DEL	-1171
FALSE	FALSE	TRUE	MIXED	10840
TRUE	TRUE	FALSE	DEL	-268
TRUE	FALSE	FALSE	INV	14
FALSE	FALSE	TRUE	DUP	3199
FALSE	FALSE	TRUE	DUP	7730
FALSE	FALSE	TRUE	MIXED	2249
FALSE	FALSE	TRUE	DEL	-1627
FALSE	FALSE	TRUE	DEL	-8981
FALSE	FALSE	TRUE	MIXED	4585
FALSE	FALSE	TRUE	DEL	-5576
FALSE	TRUE	FALSE	DEL	-1326
FALSE	FALSE	TRUE	DEL	-6899
FALSE	FALSE	TRUE	DEL	-2624
FALSE	FALSE	TRUE	DEL	-1799
FALSE	FALSE	TRUE	DEL	-6598
FALSE	FALSE	TRUE	DEL	-1599
FALSE	FALSE	TRUE	DEL	-2607
FALSE	TRUE	TRUE	DEL	-1310
TRUE	FALSE	FALSE	DEL	-42
FALSE	FALSE	TRUE	DEL	-6142
TRUE	FALSE	FALSE	DUP	37
FALSE	FALSE	TRUE	DEL	-2542
FALSE	FALSE	TRUE	MIXED	1599
TRUE	TRUE	FALSE	INV	2032
FALSE	FALSE	TRUE	DEL	-1199
FALSE	FALSE	TRUE	DEL	-6063
FALSE	FALSE	TRUE	DEL	-1599
FALSE	FALSE	TRUE	DEL	-2022
TRUE	FALSE	FALSE	DEL	-233
TRUE	FALSE	FALSE	INV	196
TRUE	TRUE	FALSE	DEL	-82
FALSE	FALSE	TRUE	DEL	-3399
FALSE	FALSE	TRUE	DEL	-7294
TRUE	FALSE	FALSE	INV	21
TRUE	FALSE	FALSE	DEL	-32
FALSE	FALSE	TRUE	MIXED	3299
TRUE	TRUE	TRUE	DEL	-6850
TRUE	FALSE	FALSE	DUP	62
TRUE	FALSE	FALSE	DEL	-33
TRUE	FALSE	FALSE	DEL	-20
FALSE	FALSE	TRUE	MIXED	7690
FALSE	FALSE	TRUE	DEL	-1499
TRUE	FALSE	FALSE	DEL	-8
TRUE	TRUE	FALSE	DEL	-340
TRUE	FALSE	FALSE	DUP	53
FALSE	FALSE	TRUE	DEL	-8773
TRUE	TRUE	FALSE	DEL	-450
TRUE	TRUE	FALSE	DEL	-301
FALSE	FALSE	TRUE	MIXED	1499
FALSE	FALSE	TRUE	MIXED	5459
TRUE	TRUE	FALSE	DEL	-176
FALSE	FALSE	TRUE	MIXED	26133
FALSE	FALSE	TRUE	DUP	5342
TRUE	FALSE	FALSE	DUP	7
TRUE	FALSE	FALSE	DUP	11
FALSE	TRUE	FALSE	DEL	-752
TRUE	FALSE	FALSE	DEL	-112
FALSE	FALSE	TRUE	DUP	2683
FALSE	FALSE	TRUE	DUP	4654
FALSE	FALSE	TRUE	MIXED	1200
FALSE	FALSE	TRUE	MIXED	4838
FALSE	FALSE	TRUE	DUP	6135
FALSE	FALSE	TRUE	DUP	19476
FALSE	FALSE	TRUE	MIXED	5299
FALSE	FALSE	TRUE	MIXED	999
FALSE	FALSE	TRUE	DUP	10504
FALSE	FALSE	TRUE	DUP	12170
TRUE	FALSE	FALSE	DUP	89
TRUE	TRUE	FALSE	DEL	-53
FALSE	FALSE	TRUE	MIXED	4899
TRUE	TRUE	FALSE	DEL	-2191
FALSE	FALSE	TRUE	DEL	-2099
TRUE	FALSE	FALSE	DEL	-3
FALSE	FALSE	TRUE	DEL	-999
TRUE	FALSE	FALSE	INV	339
FALSE	FALSE	TRUE	DEL	-1822
FALSE	FALSE	TRUE	MIXED	1299
FALSE	FALSE	TRUE	MIXED	1978
TRUE	FALSE	FALSE	DEL	-28
TRUE	FALSE	FALSE	DEL	-8
TRUE	FALSE	FALSE	INV	13
FALSE	FALSE	TRUE	MIXED	1799
FALSE	FALSE	TRUE	DUP	21162
TRUE	FALSE	FALSE	DEL	-34
FALSE	TRUE	FALSE	DEL	-517
FALSE	FALSE	TRUE	DEL	-2851
FALSE	FALSE	TRUE	DEL	-4314
FALSE	FALSE	TRUE	DEL	-12001
FALSE	FALSE	TRUE	DEL	-2851
FALSE	FALSE	TRUE	MIXED	3885
FALSE	TRUE	FALSE	DUP	7085
FALSE	TRUE	FALSE	DUP	45200
FALSE	TRUE	FALSE	DEL	-21062
FALSE	FALSE	TRUE	DUP	4924
FALSE	FALSE	TRUE	DUP	8096
FALSE	FALSE	TRUE	DUP	7610
FALSE	FALSE	TRUE	DUP	4738
FALSE	FALSE	TRUE	MIXED	2148
TRUE	FALSE	FALSE	INV	6136
FALSE	FALSE	TRUE	MIXED	1080
FALSE	FALSE	TRUE	MIXED	4333
FALSE	FALSE	TRUE	MIXED	6323
FALSE	FALSE	TRUE	MIXED	1672
FALSE	FALSE	TRUE	MIXED	2634
FALSE	FALSE	TRUE	MIXED	7733
FALSE	FALSE	TRUE	MIXED	4456
FALSE	FALSE	TRUE	MIXED	1308
FALSE	FALSE	TRUE	MIXED	1255
FALSE	FALSE	TRUE	MIXED	1083
FALSE	FALSE	TRUE	MIXED	2915
FALSE	FALSE	TRUE	MIXED	1868
FALSE	FALSE	TRUE	MIXED	4602
FALSE	FALSE	TRUE	MIXED	1113
TRUE	FALSE	FALSE	DEL	-251
FALSE	FALSE	TRUE	MIXED	1131
FALSE	FALSE	TRUE	MIXED	4790
FALSE	FALSE	TRUE	MIXED	4922
FALSE	FALSE	TRUE	MIXED	2628
FALSE	FALSE	TRUE	MIXED	2129
FALSE	FALSE	TRUE	MIXED	2313
FALSE	TRUE	FALSE	DUP	5490
FALSE	FALSE	TRUE	DEL	-1599
TRUE	TRUE	FALSE	DUP	147
FALSE	FALSE	TRUE	DEL	-3033
FALSE	FALSE	TRUE	DEL	-3934
FALSE	FALSE	TRUE	MIXED	2350
FALSE	FALSE	TRUE	DEL	-2017
TRUE	FALSE	FALSE	DUP	87
FALSE	FALSE	TRUE	DEL	-6014
FALSE	FALSE	TRUE	DEL	-6020
FALSE	FALSE	TRUE	DEL	-13975
FALSE	FALSE	TRUE	DEL	-4277
FALSE	FALSE	TRUE	DEL	-3488
FALSE	FALSE	TRUE	DUP	5111
TRUE	TRUE	FALSE	DEL	-71
FALSE	FALSE	TRUE	DEL	-12634
FALSE	FALSE	TRUE	MIXED	7802
FALSE	FALSE	TRUE	MIXED	2808
FALSE	FALSE	TRUE	DEL	-5844
FALSE	FALSE	TRUE	DEL	-1949
FALSE	FALSE	TRUE	DEL	-8497
FALSE	FALSE	TRUE	DUP	2877
FALSE	FALSE	TRUE	DUP	2027
FALSE	FALSE	TRUE	DUP	5246
FALSE	FALSE	TRUE	DEL	-2150
FALSE	FALSE	TRUE	MIXED	17350
TRUE	TRUE	FALSE	DEL	-233
TRUE	TRUE	FALSE	DEL	-318
TRUE	FALSE	FALSE	DEL	-154
FALSE	FALSE	TRUE	MIXED	2486
FALSE	FALSE	TRUE	MIXED	1499
TRUE	FALSE	FALSE	DEL	-56
FALSE	FALSE	TRUE	MIXED	5304
FALSE	FALSE	TRUE	MIXED	2276
FALSE	FALSE	TRUE	DUP	7956
TRUE	FALSE	FALSE	DEL	-26
FALSE	FALSE	TRUE	DEL	-1631
FALSE	FALSE	TRUE	DEL	-4724
FALSE	FALSE	TRUE	DEL	-3519
FALSE	FALSE	TRUE	DEL	-1037
FALSE	FALSE	TRUE	DUP	11773
FALSE	FALSE	TRUE	MIXED	2992
FALSE	FALSE	TRUE	MIXED	2862
FALSE	FALSE	TRUE	MIXED	4799
FALSE	FALSE	TRUE	DEL	-1099
FALSE	FALSE	TRUE	DEL	-1424
FALSE	FALSE	TRUE	DEL	-2199
TRUE	TRUE	FALSE	DEL	-389
TRUE	TRUE	FALSE	DEL	-312
FALSE	FALSE	TRUE	MIXED	1099
FALSE	FALSE	TRUE	DEL	-5713
FALSE	FALSE	TRUE	DEL	-999
FALSE	FALSE	TRUE	MIXED	4535
TRUE	FALSE	FALSE	DEL	-238
FALSE	TRUE	FALSE	DEL	-976
TRUE	FALSE	FALSE	DUP	37
TRUE	FALSE	FALSE	DUP	26
TRUE	TRUE	FALSE	DEL	-1058
FALSE	FALSE	TRUE	DEL	-13269
FALSE	FALSE	TRUE	DEL	-2497
FALSE	FALSE	TRUE	MIXED	2545
FALSE	FALSE	TRUE	DEL	-1564
FALSE	FALSE	TRUE	MIXED	1401
FALSE	FALSE	TRUE	DUP	4958
FALSE	FALSE	TRUE	MIXED	4729
FALSE	FALSE	TRUE	MIXED	1499
TRUE	FALSE	FALSE	DEL	-22
FALSE	FALSE	TRUE	DEL	-5094
TRUE	TRUE	FALSE	DEL	-6036
FALSE	FALSE	TRUE	MIXED	14015
FALSE	FALSE	TRUE	MIXED	1143
TRUE	TRUE	FALSE	DEL	-107
FALSE	FALSE	TRUE	DEL	-2009
FALSE	FALSE	TRUE	DEL	-16993
FALSE	FALSE	TRUE	MIXED	9617
FALSE	FALSE	TRUE	DEL	-6299
FALSE	FALSE	TRUE	DEL	-5558
FALSE	FALSE	TRUE	DUP	6008
TRUE	FALSE	FALSE	INV	71
FALSE	FALSE	TRUE	DEL	-6698
TRUE	TRUE	FALSE	DEL	-1520
FALSE	FALSE	TRUE	DEL	-1299
TRUE	FALSE	FALSE	DUP	52
FALSE	FALSE	TRUE	MIXED	3327
FALSE	TRUE	FALSE	DEL	-458
FALSE	TRUE	TRUE	DEL	-3013
FALSE	FALSE	TRUE	DEL	-1865
TRUE	TRUE	FALSE	DEL	-314
TRUE	FALSE	FALSE	DEL	-25
FALSE	FALSE	TRUE	DEL	-1365
FALSE	FALSE	TRUE	DEL	-3100
FALSE	TRUE	TRUE	DEL	-2598
TRUE	FALSE	FALSE	DEL	-40
FALSE	FALSE	TRUE	DEL	-1099
FALSE	FALSE	TRUE	MIXED	1199
TRUE	FALSE	FALSE	DUP	49
TRUE	TRUE	FALSE	DEL	-496
FALSE	FALSE	TRUE	MIXED	1399
FALSE	FALSE	TRUE	DUP	13984
FALSE	FALSE	TRUE	DEL	-1099
FALSE	FALSE	TRUE	DEL	-2270
TRUE	TRUE	FALSE	DUP	130
TRUE	FALSE	FALSE	DEL	-10
FALSE	FALSE	TRUE	DEL	-3820
TRUE	FALSE	FALSE	DEL	-10
FALSE	FALSE	TRUE	DEL	-1249
TRUE	TRUE	FALSE	DEL	-52
FALSE	FALSE	TRUE	DEL	-1114
TRUE	TRUE	FALSE	DEL	-326
FALSE	FALSE	TRUE	DEL	-20260
TRUE	FALSE	FALSE	DEL	-28
TRUE	FALSE	FALSE	DEL	-32
TRUE	TRUE	FALSE	DEL	-325
TRUE	FALSE	FALSE	DUP	48
TRUE	FALSE	FALSE	DUP	73
FALSE	FALSE	TRUE	DEL	-1662
TRUE	FALSE	FALSE	DEL	-31
FALSE	FALSE	TRUE	DEL	-6353
FALSE	TRUE	FALSE	DEL	-705
TRUE	FALSE	FALSE	DUP	68
TRUE	TRUE	FALSE	DEL	-316
FALSE	FALSE	TRUE	DUP	2230
FALSE	FALSE	TRUE	DUP	6058
TRUE	FALSE	FALSE	INV	2101
FALSE	TRUE	FALSE	DEL	-503
FALSE	FALSE	TRUE	DEL	-7907
FALSE	FALSE	TRUE	DEL	-5556
FALSE	FALSE	TRUE	MIXED	1211
TRUE	FALSE	FALSE	DUP	17
FALSE	FALSE	TRUE	DUP	19101
FALSE	FALSE	TRUE	MIXED	6255
FALSE	FALSE	TRUE	DUP	9719
TRUE	TRUE	FALSE	DEL	-244
TRUE	FALSE	FALSE	DUP	53
TRUE	FALSE	FALSE	DUP	65
TRUE	TRUE	FALSE	DEL	-302
FALSE	FALSE	TRUE	DEL	-28529
FALSE	FALSE	TRUE	MIXED	3631
FALSE	FALSE	TRUE	DEL	-2399
FALSE	FALSE	TRUE	DEL	-7543
TRUE	FALSE	FALSE	DUP	43
FALSE	FALSE	TRUE	DEL	-1360
TRUE	FALSE	FALSE	DEL	-24
FALSE	FALSE	TRUE	DEL	-3424
FALSE	FALSE	TRUE	DEL	-9327
TRUE	TRUE	FALSE	DEL	-299
FALSE	FALSE	TRUE	DEL	-1019
FALSE	FALSE	TRUE	DEL	-2433
TRUE	FALSE	FALSE	DUP	42
TRUE	FALSE	FALSE	DEL	-23
FALSE	FALSE	TRUE	MIXED	9725
FALSE	FALSE	TRUE	DEL	-19077
TRUE	TRUE	FALSE	DEL	-67
TRUE	FALSE	FALSE	DEL	-19
TRUE	TRUE	FALSE	DEL	-306
FALSE	FALSE	TRUE	DEL	-10026
TRUE	FALSE	FALSE	DEL	-21
FALSE	FALSE	TRUE	DEL	-2826
FALSE	FALSE	TRUE	DEL	-14973
FALSE	FALSE	TRUE	DEL	-11826
TRUE	FALSE	FALSE	DEL	-44
FALSE	FALSE	TRUE	DUP	7344
FALSE	FALSE	TRUE	MIXED	5706
TRUE	FALSE	FALSE	DEL	-30
FALSE	FALSE	TRUE	MIXED	39106
TRUE	FALSE	FALSE	DUP	38075
TRUE	TRUE	FALSE	DEL	-301
FALSE	FALSE	TRUE	DEL	-1830
TRUE	FALSE	FALSE	DUP	34
TRUE	TRUE	FALSE	DEL	-317
FALSE	FALSE	TRUE	DEL	-1159
FALSE	FALSE	TRUE	DEL	-4759
FALSE	FALSE	TRUE	MIXED	1355
FALSE	FALSE	TRUE	DEL	-20009
FALSE	FALSE	TRUE	DEL	-5257
FALSE	FALSE	TRUE	DEL	-2615
